file,target,candidate
hexo.5009d770b9466ff7647652440ce84ec10015755d.lib.plugins.processor.post.js,var stat = results.stat;,"if (next, results){"
express.1f2e00ef8d00b6785125a989f118599c418b255a.test.res.cookie.js,"res.headers['set-cookie'][0].should.not.containEql('Thu, 01 Jan 1970 00:00:01 GMT');",""""
hexo.21c7453f39c92644bdea7d652df55dd4ccc512ad.lib.init.js,"line_number: true,","line_number: true,"
karma.b8c5fe8533b13fd59cbf48972d2021069a84ae5b.lib.config.js,"hostname: constant.DEFAULT_HOSTNAME,",return config.schedule();
express.5311bd3f4e9302e93b6039c691deb65dd64acb75.lib.express.view.js,"var options = options || {},",var options = options || {};
hexo.52eec7e86484ed60f465bb62807a1e9426a51da3.lib.plugins.console.render.js,const { resolve } = require('path');,const dest = output;
hexo.16cdafd52645c05b45c46f93c7b91c9cbf1fbdc6.lib.plugins.helper.js.js,if (!item.src.endsWith('.js')) item.src += '.js';,'
hexo.857e4a7f62ac8b6a3b9a3609c8c3c3c763a5889c.test.log.js,"var colors = require('colors'),",return!= null;
express.87569946f4afcc8fe2a71a5df666d023aa501d2a.examples.app.js,use(require('express/plugins/content-length').ContentLength),require('express/plugins/content-length').get(this.param('length'))
hexo.0156de2677b728be15863309eab2baa1e558e17c.lib.plugins.filter.excerpt.js,"data.more = content.substring(index, content.length - 1 - index);",data.more = content.substring(index + match.length - 1);
hexo.9b53158db7ad9ca826c281de02e4a7b9fcce36a7.lib.plugins.filter.titlecase.js,"module.exports = function(data, callback){",module.exports = function(data){
karma.6bd00fb7b64515b078ac540a700a4f01ff2e5590.lib.config.js,var constant = require('./constants');,var constant = require('./constants');
express.0d9f502915011151bbd153ec736745c0393ea038.examples.app.js,return JSON.encode(messages),""""
bower.379de05a61f0ac8818943296611c56f3dca1cd80.packages.bower-config.lib.util.rc.js,var files = [];,var options = {};
hexo.219b7888a12b1005c582be4d701caa3b06692b52.lib.plugins.deployer.git.js,"var baseDir = args.deploy_dir || hexo.base_dir,","var baseDir = args.deploy_dir || hexo.base_dir,"
hexo.6db75622495dd4113ca045b1baa52aafea83abed.lib.theme.processors.config.js,exports.process = function(file){,exports.process = function(file){
hexo.e3c564dbb72674b1d4012ee3f3a3647197c29854.test.scripts.hexo.post.js,const pathFn = require('path');,const { join } = require(\'path\');
express.da7921f2c64aea2513cc214406e7153e0f41596d.test.view.test.js,this.should.equal(app);,"assert.response(app,"
karma.399ac1ebfde49fea29e359d2121cdc323bc80a23.lib.browser.js,this.add = function(browser) {,function Collection(emitter) {
express.e9abe1b846894c54739ced703674f4ef4a96ab05.lib.response.js,if (undefined === options.path) options.path = this.app.set('basepath');,"};""contact = function (this.__loop = this; this.__loop.middleware = this;"
express.699ed4ee8544f6b85b0c175909e216aac929b2b3.lib.express.response.js,var status = 200;,'
hexo.bd17852ba8a018936d08400dd7dc3668221326c4.test.scripts.hexo.index.js,"describe('Core', function(){",""""
express.8a118d53c8bfae7b0fefcf35bd4f77b884f84a24.lib.express.response.js,", utils = require('connect').utils",", utils = require(\'connect\').utils"
hexo.8a738201ea34b5e60f3a8bed3476ff5869b6e786.lib.plugins.generator.page.js,var route = hexo.route;,route = hexo.route;
karma.fa4b686a81ad826f256a4ca63c772af7ad6e411e.static.karma.src.js,"return Function.prototype.apply.call(browserConsoleLog, localConsole, arguments);",": function : function () { ""}) } function"
hexo.a381dda636ec843996a8aac72193d900f57e25ad.lib.plugins.helper.toc.js,const { tocObj } = require('hexo-util');,const util = require(\'hexo-util\');
karma.86da1a6c0569ac33f453c840dde4cea8b12075ba.lib.runner.js,var socket = net.connect(config.runnerPort || PORT);,var socket = net.connect(config.runnerPort || PORT);
karma.09c75fe15b33377fd9b0baa4f76010e52f42bc13.lib.middleware.proxy.js,var _ = require('../helper')._;,var url = requestUrl =
bower.6be84ab93edc5b572b8932a226c1ed948a32313c.test.helpers.js,"emitter.once(eventName, function (payload) {",return new Function() {
hexo.5a9d9fe7de00c6397886735a4f011d3f1a1c873a.lib.generator.archive.js,"extend = require('../../extend'),",""""
bower.6bc778df32c0276300f0ca782a92b576b8ca6a06.lib.core.resolvers.GitHubResolver.js,this._shallowClone = function() {,this._shallowClone = function () {
karma.fe9a1dd13b5eb3969f9e08acbce020e2a382fd9e.test.unit.server.spec.js,"on: sinon.spy((event, callback) => callback && callback(mockServerSocket)),","it('should set default to null if no port', () => {"
bower.df8e5a16beca270d36bc6a5fe6fdcc25f8977f4c.test.core.resolverFactory.js,var fs = require('../../lib/util/fs');,return db.lintrune();
hexo.b34b0675e56496af9d6466858db73fbcfadbd00f.test.scripts.console.config.js,"const configPath = pathFn.join(hexo.base_dir, '_config.json');","it(""unlink(config.s => writeConfig.s)"
hexo.86df98b518a347df62ff69a47c0f3df46ce92aad.lib.plugins.console.server.js,if (err) throw err;,return {
express.d0d17a0d35686e41d0e989ebca18640354e7dfad.test.response.test.js,res.charset = 'ISO-8859-1';,return posts = true;
karma.96ebdc458f9e4ea8bc96d7461183d13826394ba9.lib.init.js,var constant = require('./constants'),var constant = require('./constants')
hexo.bd17852ba8a018936d08400dd7dc3668221326c4.lib.hexo.post.js,var fs = require('hexo-fs');,var swig = require('swig');
hexo.f8536927fe78ddaefb61c51f1fa2f7bf6ab86e8a.lib.plugins.generator.home.js,"paginator('', posts, 'index', render, latest);","paginator(archive, posts, 'archive', render);"
express.388ad9067a5a9d775c2ea236e78038aa313040b9.test.router.test.js,"app.get('/user/:user', [allow('member'), [[restrictAge(18)]]], function(req, res){",assert.strictEqual(app.strictEqual(app.toArray(res);
express.46707514799415f8b3d976c63d60e0ac7f9206cc.examples.mvc.mvc.js,"app.use(function(err, req, res, next){",NULL
bower.d6e0638cd9c97b131b0d1cf680b881b1ec558202.test.assets.downloader.js,"var githubTestPackage = path.join(__dirname, 'github-test-package');","var githubTestPackage = path.join(__dirname, 'github-test-package');"
express.acc28c68a41b909f40326114b8a72a82797be349.lib.express.server.js,if (this.settings.hasOwnProperty(setting)) {,'
karma.a0fc74406e34a6785400dcbfc1d5eb9d89bca1d0.lib.server.js,"path = require('path'),","path = require('path'),"
hexo.a8d918b918c5f0173210d4418e9926a10682c82c.test.scripts.console.deploy.js,"hexo.extend.deployer.register('foo', () => { });","hexo.extend.deployer.register(""foo"", deployer1);"
hexo.5b172aa03163a7bf906fce6d16d0f571c52b49fe.lib.plugins.tag.code.js,"tab: config.tab_replace,",return content;
karma.a98d2df63f815d5136d4a3b37a98f9da02f0bd8a.lib.init.js,var helper = require('./helper');,var helper = require('./helper');
bower.479690f01112d8d2eb4254912548854539d56027.lib.renderers.json.js,},}
express.328c6d30603202cfdf1e479f2486e10521a91a44.test.req.acceptedLanguages.js,", request = require('supertest');",'
hexo.ebd00e77d40c483ae26820ce5cb7e335755ad701.lib.models.types.moment.js,const { SchemaType } = require('warehouse');,'
hexo.d35287a765d5d7d43135c8f50d1a63204d5f21ad.lib.plugins.tag.img.js,"meta = '',","meta = \'\',"
bower.aaecbfab17d6b85de9289dd9987d292451478c1f.test.commands.install.js,"describe('bower install', function () {","describe('bower install', function () {"
eslint.219aecb78bc646d44bad27dc775a9b3d3dc58232.lib.util.source-code.js,const,NULL
hexo.af54ac4dc13e948c27cdccea0a88aa6d57c4ddbc.lib.plugins.generator.category.js,if (mode == 2){,""""
hexo.bc099925340356daf6fc1feb1007a147bd83f027.lib.theme.js,dirs = item.split('/');,dirs = item.split('/');
bower.9f6bf62efcac298cb01ec446d6c2cd28c491d05f.lib.core.PackageRepository.js,this._options.registryClient = new RegistryClient(mout.object.fillIn({,'
hexo.f01a9aa3db9dc5b52d056c7467186fa5f33c5857.lib.plugins.processor.post.js,"function startsWith(str, prefix) {",'
hexo.374cbcb9e4d9c291c9d5fb5ab1f237bfbbb69c52.lib.plugins.processor.index.js,} else {,} else {
express.92c04cee1d170348b7b49898e86804b0d391d77a.lib.view.js,"if (!view.exists) view = new View(orig.rootPath, options);","return view = new View(options.join(', options); });"
hexo.f766caf592a38917ad5539cf1d6ef5881a108821.test.scripts.console.list_tags.js,"const { stub, assert: sinonAssert } = require('sinon');",const output = await Post.insert(posts);
bower.e1a443177e2fff6be5ce1755bebec76bf19b1a5e.lib.core.Project.js,var endpointParser = require('bower-endpoint-parser');,var endpointParser = require('bower-endpoint-parser');
hexo.0aca2bbfe5df08e8e8ec3043735044085069c225.lib.post.create.js,"module.exports = function(data, replace, callback){","module.exports = function(data, replace, callback){"
hexo.d9d649e124b1240b6867606f1f514fccd6c068e1.lib.loaders.database.js,hexo.locals({,"}, callback);"
hexo.7755de5520466cd7da7f77193e62bb733ebddc07.lib.plugins.console.server.js,"_ = require('lodash'),","_ = require('lodash'),"
karma.4bf90f70f46cddf52a55d8f2b9ce0ccd2d4a4d3b.client.main.js,"var updater = new StatusUpdater(socket, util.elm('title'), util.elm('banner'), util.elm('browsers'))","new StatusUpdater(socket, util.elm('title'), util.elm('banner'), util.elm('browsers')"
express.929dc703caabed1c44b8a123901a9c8c0fae416a.lib.middleware.js,"res.setHeader('X-Powered-By', 'Express');","res.setHeader(\'X-Powered-By\', \'Express\');"
bower.fe9a1bb5fcb75be96747a3f563567a308bad0753.test.core.resolvers.gitResolver.js,"it('should resolve ""*"" to the latest version if a repository has valid semver tags, not ignoring pre-releases if they are the only versions', function (next) {",resolver.hasNewGitResolver = function () {
hexo.956242e4e6f008c5a2e0d1feddaa4f3a7bb2251e.lib.box.index.js,const defaultPattern = new Pattern(() => ({}));,const defaultPattern = new Pattern(() => ({}));
karma.6bd00fb7b64515b078ac540a700a4f01ff2e5590.lib.runner.js,var constant = require('./constants');,var constant = require('./constants');
express.1536d73d1bf517e5ab72b5b12addecbfb088e787.test.response.test.js,res.contentType('txt');,return 'hey');
karma.febe42721f78baf405f81f037a837568ac3375fe.lib.config.js,config.junitReporter.outputFile = basePathResolve(config.junitReporter.outputFile);,"config.reporters = config.reporters.split(',');"
bower.5bb77b1e0379be2bcf5fb9e5f0a63236fcb52446.lib.commands.lookup.js,var defaultConfig = require('../config');,var defaultConfig = require('../config');
express.8d2dffe5b4f856b5fdb48f3f7fb9a85b59264b6b.lib.express.server.js,var fn = router(function(app){ self.routes = app; });,var fn = router(function(app){ self.routes = app; });
hexo.c13b84a70e0a8d31b15c1ebe897a90bbfe714c52.lib.generator.category.js,item.category = item.name;,item.category = item.name;
karma.7d62cdc4f6b49da2dd7431ec828573f54d240ebc.lib.file-list.js,var q = require('q');,var q = require('q');
hexo.d351d8af7eca385068fb1b01740e090b9d49e951.test.scripts.console.clean.js,exist.should.to.be.false;,exist.should.eql(false);
hexo.f4930cc3c2e165627e5f8d8c91a2b73327996927.lib.extend.tag.js,if (!name) throw new ExtendError('name is required');,if (!name) throw new ExtendError('name is required');
bower.5c839724016680f737fd51ebc07a514e2632d8bd.lib.commands.uninstall.js,var Q = require('q');,var Q = require('q');
karma.aa3b54be66abda05c9520b19afc506ceefb2e0c3.lib.server.js,newBrowser.execute(config.client);,return newBrowser.execute(newBrowser);
express.a1eba23ee84eabf75405ece0272edb0c5b4226a1.spec.spec.plugins.method-override.js,"post('/user', { body: '_method=put', headers: { 'content-type': 'application/x-www-form-urlencoded' }}).body.should.eql 'updated user'",get('/user\').headers['content-type'].should.eql 'application/x-www-form-urlencoded'
karma.417a403df7745bf91315fc01a8ba810084e0b7f7.lib.launchers.PhantomJS.js,"fs.writeFileSync(captureFile, captureCode);","return newBaseBrowser(options, emitter);"
express.fe99eb71477e24f549236b684c5a850a648f9a0a.test.view.test.js,"assert.equal('object', typeof res, 'Test dynamic helper res');","assert.equal('object', 'test') }'sessions'));"
karma.19590e1f66fd6c3b0d3fc9e90000c705198e0e70.lib.config.js,if (!config.singleRun && config.browserDisconnectTolerance) {,"else if (config.singleRun');"" is true),"""
express.0f5560eebda3111d25e80e0b84c1943c6146de05.test.app.locals.use.js,".end(function(err, res){",.end(function(res){
bower.6616d09f47ac50c2d3877aca7ecdbe8fb0b241d5.test.commands.update.js,var rimraf = require('../../lib/util/rimraf');,var fs = require('../../lib/util/fs');
express.3a7d5a099b04799bdd067ee11ed5f372a754f226.support.toc.js,"toc = ['<ul id=""toc"">'],","toc = [\'<ul id=""toc"">\']"
hexo.4f648124ea44a6638c613ae145d76f8a33443316.test.scripts.processors.asset.js,page._content.should.eql('The quick brown fox jumps over the lazy dog');,page.should.should.should.not.not.toString());
bower.720492932f584dc8bf91905eef943abdec071182.packages.bower-registry-client.test.Client.js,this.uri = 'https://bower.herokuapp.com';,this.uri = 'https://bower.herokuapp.com';
express.67ddb429e3d8ee8d6757eab79355699beea7f501.lib.response.js,"this.setHeader(field, '' + val);",app.render();
express.a435e8ec47eb3873619b1329dd2d0491781e998f.lib.express.plugins.hooks.js,exports.before = function(callback) {,NULL
hexo.25bcfb83c31a50d7ea94c9e24452b3d8b2c77e22.lib.plugins.console.preview.js,"ejs = require('ejs'),","_ = require('lodash'),"
hexo.ebd00e77d40c483ae26820ce5cb7e335755ad701.lib.plugins.processor.data.js,const { Pattern } = util;,const { path } = options;
express.70a99ade673c9bf84fe5baaea431ba4f63330c20.lib.express.helpers.js,exports.extname = function(path) {,NULL
bower.fb4b1827db54f3c64d0226041947c07cc649b2dc.test.core.resolvers.gitRemoteResolver.js,var logger;,var resolver;
bower.2530c577dc9fa0e12275f30d1ada1647dbafef5a.lib.resolve.resolvers.GitFsResolver.js,var Q = require('q');,var Q = require('q');
hexo.eaeb443189c5f2bda707e3253424863b495f8fff.lib.generate.js,this.each = this.forEach = function(iterator){,"route.set(item, function(fn){"
hexo.acb16e6b6aa216141a911eda31315b74b7398057.test.scripts.tags.jsfiddle.js,const cheerio = require('cheerio');,'
hexo.3de151d53854f0121be6cd92f8419a6599a3dddd.test.scripts.models.page.js,"it('permalink - canonical_url', () => {","it(""permalink - trailing_link"", () => {"
express.346f019fa843021ab036ab35f7b74344953f0b85.lib.express.plugins.view.js,"partial: function(view, options) {",".end(function(err, res){"
bower.de0eca7890b48af0a63da6d417c40b58dbda4add.test.resolve.resolverFactory.js,var promise = Q.resolve();,return Q.resolve();
karma.817fbbd097cdc557f075ddef30f6c79d2990bd83.lib.server.js,"forceJSONP: config.forceJSONP,",forceJSONP: config.forceJSONP
express.251c0276cf32341362c278bdcf559527d69f4ab0.spec.spec.request.js,describe 'status()',describe'status()'
bower.e20e50514aa6250dc1a000da09b6e6ad2e54142c.lib.core.package.js,"this.manager.emit('error', err, origin || this);","this.manager.emit.emit('error', this);"
hexo.271a6db5f37d2b883a4ea0cb1ba68dde6b232873.lib.hexo.index.js,this.url = config.url + '/' + path;,return this.log = this;
hexo.842f97a1080b714125e2c0b975c0cc1d1fad15f2.lib.hexo.post.js,}).asCallback(callback);,});
hexo.515cf6fe42ac36a4790e30793cb0327261882e47.test.scripts.hexo.load_config.js,"const hexo = new Hexo(pathFn.join(__dirname, 'config_test'), { silent: true });","const { config, root, endsWithSuccess, separator, source } = _ => {"
express.897c5903c11241b4b41ff74ead87979d9b301d69.lib.express.pages.not-found.js,"method = request.method.toLowerCase(),","method = request.method.toLowerCase(),"
hexo.94864afa55bfbebf7d9635884c68df0805ff2cb4.lib.model.index.js,var models = {};,var models = {};
express.a7ca3817db6d2939ecf317618423c5b8bb17ece4.lib.application.js,"this._router.route.apply(this._router, args);",return this.app.apply.this.app.app.apply
express.cb1fbce46b078dff2da0aab4dcf1d3c2ce840e24.lib.router.index.js,return done(err);,return function
hexo.3fa17e43e0fe416d6577d06a105fd1c60390d06c.lib.plugins.console.generate.js,"var dest = pathFn.join(publicDir, path);","var dest = pathFn.join(publicDir, path);"
bower.6500b421ce02abba9259e08f8b31597984c3c83d.packages.bower-config.test.test.js,"'default': 'https://registry.bower.io',",'http://registry.bower.io/]
bower.33cac4832fcba0667d72d487bb84bc10d4c61827.lib.commands.cache.clean.js,var Logger = require('bower-logger');,var Logger = require('bower-logger');
hexo.42f47814d0260bb1ef7128b643052e34d1f4448f.lib.plugins.generator.home.js,"var posts = locals.posts.sort('date', -1).populate('categories').populate('tags');",""""
bower.4402b80ec91cff681a19f73ee34d48a8c666b931.lib.core.resolvers.GitHubResolver.js,var msg;,var msg;
bower.623f6e9542e4bd6681f6b9bede4f749adfadfb39.lib.util.extract.js,var tar = require('tar-fs');,return deferred.promise;
bower.f28ac0c037851847c9c3fcffe83db45523193f07.test.resolve.resolvers.gitResolver.js,var util = require('util');,var util = require('util');
